region,product,year,rev_op_type,sales_budget_type,month,amount,mom_growth,vs_budget,seasonal_index
TTL VSEE,PJ,2025,Op,Forecast,Aug,1629636820,0.316,-5352805515,0.0061
TTL VSEE,PJ,2025,Op,Forecast,Sep,998473589,0.6127,-1148025677,0.0037
TTL VSEE,PJ,2025,Op,Forecast,Oct,45113112848,45.1821,37388394861,0.1689
TTL VSEE,PJ,2025,Op,Forecast,Nov,58719637161,1.3016,23510303904,0.2199
TTL VSEE,PJ,2025,Op,Forecast,Dec,34165593676,0.5818,13376369126,0.1279
TTL VSEW,CDE,2024,Gross,Actual,Jan,1551016885,,-5471908318,0.0183
TTL VSEW,CDE,2024,Gross,Actual,Feb,4551229350,2.9344,2405543262,0.0536
TTL VSEW,CDE,2024,Gross,Actual,Mar,2582905915,0.5675,-9278042977,0.0304
TTL VSEW,CDE,2024,Gross,Actual,Apr,12420537622,4.8087,-1262869594,0.1463
TTL VSEW,CDE,2024,Gross,Actual,May,5465248244,0.44,-3008026759,0.0644
TTL VSEW,CDE,2024,Gross,Actual,Jun,11913707808,2.1799,3937726068,0.1403
TTL VSEW,CDE,2024,Gross,Actual,Jul,6792961979,0.5702,-5798645216,0.08
TTL VSEW,CDE,2024,Gross,Actual,Aug,12800670603,1.8844,11818748414,0.1508
TTL VSEW,CDE,2024,Gross,Actual,Sep,10057197688,0.7857,9533731929,0.1185
TTL VSEW,CDE,2024,Gross,Actual,Oct,4774594228,0.4747,-1392208372,0.0562
TTL VSEW,CDE,2024,Gross,Actual,Nov,9101144085,1.9062,-2065671525,0.1072
TTL VSEW,CDE,2024,Gross,Actual,Dec,2884895388,0.317,-2208531367,0.034
TTL VSEW,CDE,2024,Gross,Budget,Jan,7022925203,,0,0.0801
TTL VSEW,CDE,2024,Gross,Budget,Feb,2145686088,0.3055,0,0.0245
TTL VSEW,CDE,2024,Gross,Budget,Mar,11860948892,5.5278,0,0.1353
TTL VSEW,CDE,2024,Gross,Budget,Apr,13683407216,1.1537,0,0.156
TTL VSEW,CDE,2024,Gross,Budget,May,8473275003,0.6192,0,0.0966
TTL VSEW,CDE,2024,Gross,Budget,Jun,7975981740,0.9413,0,0.091
TTL VSEW,CDE,2024,Gross,Budget,Jul,12591607195,1.5787,0,0.1436
TTL VSEW,CDE,2024,Gross,Budget,Aug,981922189,0.078,0,0.0112
TTL VSEW,CDE,2024,Gross,Budget,Sep,523465759,0.5331,0,0.006
TTL VSEW,CDE,2024,Gross,Budget,Oct,6166802600,11.7807,0,0.0703
TTL VSEW,CDE,2024,Gross,Budget,Nov,11166815610,1.8108,0,0.1273
TTL VSEW,CDE,2024,Gross,Budget,Dec,5093426755,0.4561,0,0.0581
TTL VSEW,CDE,2024,Gross,Forecast,Jan,13113495333,,6090570130,0.14
TTL VSEW,CDE,2024,Gross,Forecast,Feb,10095187352,0.7698,7949501264,0.1078
TTL VSEW,CDE,2024,Gross,Forecast,Mar,5095607835,0.5048,-6765341057,0.0544
TTL VSEW,CDE,2024,Gross,Forecast,Apr,2705564407,0.531,-10977842809,0.0289
TTL VSEW,CDE,2024,Gross,Forecast,May,5849340111,2.162,-2623934892,0.0625
TTL VSEW,CDE,2024,Gross,Forecast,Jun,5710934030,0.9763,-2265047710,0.061
TTL VSEW,CDE,2024,Gross,Forecast,Jul,1124669396,0.1969,-11466937799,0.012
TTL VSEW,CDE,2024,Gross,Forecast,Aug,12494691614,11.1097,11512769425,0.1334
TTL VSEW,CDE,2024,Gross,Forecast,Sep,16082036079,1.2871,15558570320,0.1717
TTL VSEW,CDE,2024,Gross,Forecast,Oct,13014329903,0.8092,6847527303,0.139
TTL VSEW,CDE,2024,Gross,Forecast,Nov,1453246399,0.1117,-9713569211,0.0155
TTL VSEW,CDE,2024,Gross,Forecast,Dec,6900922330,4.7486,1807495575,0.0737
TTL VSEW,CDE,2024,Net,Actual,Jan,7800897698,,7038899846,0.1291
TTL VSEW,CDE,2024,Net,Actual,Feb,5883350783,0.7542,-2591493011,0.0974
TTL VSEW,CDE,2024,Net,Actual,Mar,1268753089,0.2157,-8968206451,0.021
TTL VSEW,CDE,2024,Net,Actual,Apr,11290277524,8.8987,2609148356,0.1869
TTL VSEW,CDE,2024,Net,Actual,May,2120758345,0.1878,-1647366047,0.0351
TTL VSEW,CDE,2024,Net,Actual,Jun,1433667036,0.676,-6488819831,0.0237
TTL VSEW,CDE,2024,Net,Actual,Jul,760758904,0.5306,-7559978046,0.0126
TTL VSEW,CDE,2024,Net,Actual,Aug,100468815,0.1321,-2749371496,0.0017
TTL VSEW,CDE,2024,Net,Actual,Sep,12913688693,128.5343,-1470203395,0.2137
TTL VSEW,CDE,2024,Net,Actual,Oct,6260472551,0.4848,6170970590,0.1036
TTL VSEW,CDE,2024,Net,Actual,Nov,6131094917,0.9793,-1175628018,0.1015
TTL VSEW,CDE,2024,Net,Actual,Dec,4455673620,0.7267,-3314141503,0.0737
TTL VSEW,CDE,2024,Net,Budget,Jan,761997852,,0,0.0095
TTL VSEW,CDE,2024,Net,Budget,Feb,8474843794,11.1219,0,0.1052
TTL VSEW,CDE,2024,Net,Budget,Mar,10236959540,1.2079,0,0.1271
TTL VSEW,CDE,2024,Net,Budget,Apr,8681129168,0.848,0,0.1078
TTL VSEW,CDE,2024,Net,Budget,May,3768124392,0.4341,0,0.0468
TTL VSEW,CDE,2024,Net,Budget,Jun,7922486867,2.1025,0,0.0983
TTL VSEW,CDE,2024,Net,Budget,Jul,8320736950,1.0503,0,0.1033
TTL VSEW,CDE,2024,Net,Budget,Aug,2849840311,0.3425,0,0.0354
TTL VSEW,CDE,2024,Net,Budget,Sep,14383892088,5.0473,0,0.1785
TTL VSEW,CDE,2024,Net,Budget,Oct,89501961,0.0062,0,0.0011
TTL VSEW,CDE,2024,Net,Budget,Nov,7306722935,81.6376,0,0.0907
TTL VSEW,CDE,2024,Net,Budget,Dec,7769815123,1.0634,0,0.0964
TTL VSEW,CDE,2024,Net,Forecast,Jan,2183961780,,1421963928,0.0228
TTL VSEW,CDE,2024,Net,Forecast,Feb,9785516387,4.4806,1310672593,0.1021
TTL VSEW,CDE,2024,Net,Forecast,Mar,4041537340,0.413,-6195422200,0.0422
TTL VSEW,CDE,2024,Net,Forecast,Apr,4604379907,1.1393,-4076749261,0.048
TTL VSEW,CDE,2024,Net,Forecast,May,232688923,0.0505,-3535435469,0.0024
TTL VSEW,CDE,2024,Net,Forecast,Jun,12785950533,54.9487,4863463666,0.1334
TTL VSEW,CDE,2024,Net,Forecast,Jul,8240599061,0.6445,-80137889,0.086
TTL VSEW,CDE,2024,Net,Forecast,Aug,9506362427,1.1536,6656522116,0.0992
TTL VSEW,CDE,2024,Net,Forecast,Sep,13602829996,1.4309,-781062092,0.1419
TTL VSEW,CDE,2024,Net,Forecast,Oct,15440830948,1.1351,15351328987,0.1611
TTL VSEW,CDE,2024,Net,Forecast,Nov,11981817493,0.776,4675094558,0.125
TTL VSEW,CDE,2024,Net,Forecast,Dec,3422500330,0.2856,-4347314793,0.0357
TTL VSEW,CDE,2024,Op,Actual,Jan,3289186551,,138614547,0.0468
TTL VSEW,CDE,2024,Op,Actual,Feb,1724971609,0.5244,-5640449479,0.0245
TTL VSEW,CDE,2024,Op,Actual,Mar,11865294309,6.8785,5454098490,0.1688
TTL VSEW,CDE,2024,Op,Actual,Apr,5300515707,0.4467,-5453952690,0.0754
TTL VSEW,CDE,2024,Op,Actual,May,4387151374,0.8277,4153457448,0.0624
TTL VSEW,CDE,2024,Op,Actual,Jun,9861004733,2.2477,8074074196,0.1403
TTL VSEW,CDE,2024,Op,Actual,Jul,4472879118,0.4536,-8841086802,0.0636
TTL VSEW,CDE,2024,Op,Actual,Aug,8152104957,1.8226,-1387044524,0.116
TTL VSEW,CDE,2024,Op,Actual,Sep,3443821561,0.4224,-755604775,0.049
TTL VSEW,CDE,2024,Op,Actual,Oct,5983930080,1.7376,4409955116,0.0851
TTL VSEW,CDE,2024,Op,Actual,Nov,3783334756,0.6322,-5878741587,0.0538
TTL VSEW,CDE,2024,Op,Actual,Dec,8015366011,2.1186,1917630106,0.114
TTL VSEW,CDE,2024,Op,Budget,Jan,3150572004,,0,0.0425
TTL VSEW,CDE,2024,Op,Budget,Feb,7365421088,2.3378,0,0.0994
TTL VSEW,CDE,2024,Op,Budget,Mar,6411195819,0.8704,0,0.0865
TTL VSEW,CDE,2024,Op,Budget,Apr,10754468397,1.6775,0,0.1452
TTL VSEW,CDE,2024,Op,Budget,May,233693926,0.0217,0,0.0032
TTL VSEW,CDE,2024,Op,Budget,Jun,1786930537,7.6465,0,0.0241
TTL VSEW,CDE,2024,Op,Budget,Jul,13313965920,7.4507,0,0.1797
TTL VSEW,CDE,2024,Op,Budget,Aug,9539149481,0.7165,0,0.1288
TTL VSEW,CDE,2024,Op,Budget,Sep,4199426336,0.4402,0,0.0567
TTL VSEW,CDE,2024,Op,Budget,Oct,1573974964,0.3748,0,0.0212
TTL VSEW,CDE,2024,Op,Budget,Nov,9662076343,6.1386,0,0.1304
TTL VSEW,CDE,2024,Op,Budget,Dec,6097735905,0.6311,0,0.0823
TTL VSEW,CDE,2024,Op,Forecast,Jan,9181816918,,6031244914,0.1029
TTL VSEW,CDE,2024,Op,Forecast,Feb,1009717595,0.11,-6355703493,0.0113
TTL VSEW,CDE,2024,Op,Forecast,Mar,10881456725,10.7767,4470260906,0.1219
TTL VSEW,CDE,2024,Op,Forecast,Apr,11059397157,1.0164,304928760,0.1239
TTL VSEW,CDE,2024,Op,Forecast,May,154955972,0.014,-78737954,0.0017
TTL VSEW,CDE,2024,Op,Forecast,Jun,1632451271,10.5349,-154479266,0.0183
TTL VSEW,CDE,2024,Op,Forecast,Jul,8036868475,4.9232,-5277097445,0.0901
TTL VSEW,CDE,2024,Op,Forecast,Aug,13188348754,1.641,3649199273,0.1478
TTL VSEW,CDE,2024,Op,Forecast,Sep,13611738417,1.0321,9412312081,0.1525
TTL VSEW,CDE,2024,Op,Forecast,Oct,12487672459,0.9174,10913697495,0.1399
TTL VSEW,CDE,2024,Op,Forecast,Nov,2329135771,0.1865,-7332940572,0.0261
TTL VSEW,CDE,2024,Op,Forecast,Dec,5664151026,2.4319,-433584879,0.0635
TTL VSEW,CDE,2025,Gross,Actual,Jan,9365960779,,8401229574,0.131
TTL VSEW,CDE,2025,Gross,Actual,Feb,1233895751,0.1317,-11538840901,0.0173
TTL VSEW,CDE,2025,Gross,Actual,Mar,13670637013,11.0792,12995610145,0.1912
TTL VSEW,CDE,2025,Gross,Actual,Apr,3325898930,0.2433,-2134529520,0.0465
TTL VSEW,CDE,2025,Gross,Actual,May,5781819654,1.7384,-4081093806,0.0809
TTL VSEW,CDE,2025,Gross,Actual,Jun,13519380545,2.3383,268370979,0.1891
TTL VSEW,CDE,2025,Gross,Actual,Jul,7662354218,0.5668,6584378015,0.1072
TTL VSEW,CDE,2025,Gross,Actual,Aug,8924662600,1.1647,7724064648,0.1248
TTL VSEW,CDE,2025,Gross,Actual,Sep,671248712,0.0752,-2329240595,0.0094
TTL VSEW,CDE,2025,Gross,Actual,Oct,607845420,0.9055,-3525998554,0.0085
TTL VSEW,CDE,2025,Gross,Actual,Nov,2719671042,4.4743,-7944425013,0.038
TTL VSEW,CDE,2025,Gross,Actual,Dec,4013314172,1.4757,3390809545,0.0561
TTL VSEW,CDE,2025,Gross,Budget,Jan,964731205,,0,0.0151
TTL VSEW,CDE,2025,Gross,Budget,Feb,12772736652,13.2397,0,0.2006
TTL VSEW,CDE,2025,Gross,Budget,Mar,675026868,0.0528,0,0.0106
TTL VSEW,CDE,2025,Gross,Budget,Apr,5460428450,8.0892,0,0.0857
TTL VSEW,CDE,2025,Gross,Budget,May,9862913460,1.8063,0,0.1549
TTL VSEW,CDE,2025,Gross,Budget,Jun,13251009566,1.3435,0,0.2081
TTL VSEW,CDE,2025,Gross,Budget,Jul,1077976203,0.0814,0,0.0169
TTL VSEW,CDE,2025,Gross,Budget,Aug,1200597952,1.1138,0,0.0189
TTL VSEW,CDE,2025,Gross,Budget,Sep,3000489307,2.4992,0,0.0471
TTL VSEW,CDE,2025,Gross,Budget,Oct,4133843974,1.3777,0,0.0649
TTL VSEW,CDE,2025,Gross,Budget,Nov,10664096055,2.5797,0,0.1674
TTL VSEW,CDE,2025,Gross,Budget,Dec,622504627,0.0584,0,0.0098
TTL VSEW,CDE,2025,Gross,Forecast,Jan,729253083,,-235478122,0.0086
TTL VSEW,CDE,2025,Gross,Forecast,Feb,11505097304,15.7765,-1267639348,0.1363
TTL VSEW,CDE,2025,Gross,Forecast,Mar,7804678377,0.6784,7129651509,0.0925
TTL VSEW,CDE,2025,Gross,Forecast,Apr,5317052679,0.6813,-143375771,0.063
TTL VSEW,CDE,2025,Gross,Forecast,May,5112981259,0.9616,-4749932201,0.0606
TTL VSEW,CDE,2025,Gross,Forecast,Jun,14364115085,2.8093,1113105519,0.1702
TTL VSEW,CDE,2025,Gross,Forecast,Jul,12406844244,0.8637,11328868041,0.147
TTL VSEW,CDE,2025,Gross,Forecast,Aug,2893259692,0.2332,1692661740,0.0343
TTL VSEW,CDE,2025,Gross,Forecast,Sep,8148846234,2.8165,5148356927,0.0966
TTL VSEW,CDE,2025,Gross,Forecast,Oct,7765187407,0.9529,3631343433,0.092
TTL VSEW,CDE,2025,Gross,Forecast,Nov,4260723399,0.5487,-6403372656,0.0505
TTL VSEW,CDE,2025,Gross,Forecast,Dec,4087399173,0.9593,3464894546,0.0484
TTL VSEW,CDE,2025,Net,Actual,Jan,5874931733,,-8738783175,0.0732
TTL VSEW,CDE,2025,Net,Actual,Feb,1880677108,0.3201,-7957583508,0.0234
TTL VSEW,CDE,2025,Net,Actual,Mar,2618593266,1.3924,-7695731512,0.0326
TTL VSEW,CDE,2025,Net,Actual,Apr,4381622948,1.6733,-3053390502,0.0546
TTL VSEW,CDE,2025,Net,Actual,May,6679335924,1.5244,5352854028,0.0832
TTL VSEW,CDE,2025,Net,Actual,Jun,6267884630,0.9384,-6598772121,0.0781
TTL VSEW,CDE,2025,Net,Actual,Jul,13556649720,2.1629,308630416,0.1689
TTL VSEW,CDE,2025,Net,Actual,Aug,9907929563,0.7309,1138174984,0.1234
TTL VSEW,CDE,2025,Net,Actual,Sep,9309681138,0.9396,8101872573,0.116
TTL VSEW,CDE,2025,Net,Actual,Oct,268763029,0.0289,-21363203,0.0033
TTL VSEW,CDE,2025,Net,Actual,Nov,10409134714,38.7298,2453007532,0.1297
TTL VSEW,CDE,2025,Net,Actual,Dec,9127926061,0.8769,2976619298,0.1137
TTL VSEW,CDE,2025,Net,Budget,Jan,14613714908,,0,0.1554
TTL VSEW,CDE,2025,Net,Budget,Feb,9838260616,0.6732,0,0.1046
TTL VSEW,CDE,2025,Net,Budget,Mar,10314324778,1.0484,0,0.1097
TTL VSEW,CDE,2025,Net,Budget,Apr,7435013450,0.7208,0,0.0791
TTL VSEW,CDE,2025,Net,Budget,May,1326481896,0.1784,0,0.0141
TTL VSEW,CDE,2025,Net,Budget,Jun,12866656751,9.6998,0,0.1369
TTL VSEW,CDE,2025,Net,Budget,Jul,13248019304,1.0296,0,0.1409
TTL VSEW,CDE,2025,Net,Budget,Aug,8769754579,0.662,0,0.0933
TTL VSEW,CDE,2025,Net,Budget,Sep,1207808565,0.1377,0,0.0128
TTL VSEW,CDE,2025,Net,Budget,Oct,290126232,0.2402,0,0.0031
TTL VSEW,CDE,2025,Net,Budget,Nov,7956127182,27.423,0,0.0846
TTL VSEW,CDE,2025,Net,Budget,Dec,6151306763,0.7732,0,0.0654
TTL VSEW,CDE,2025,Net,Forecast,Jan,1296111070,,-13317603838,0.0165
TTL VSEW,CDE,2025,Net,Forecast,Feb,2546607669,1.9648,-7291652947,0.0324
TTL VSEW,CDE,2025,Net,Forecast,Mar,2440713073,0.9584,-7873611705,0.031
TTL VSEW,CDE,2025,Net,Forecast,Apr,9702198158,3.9751,2267184708,0.1233
TTL VSEW,CDE,2025,Net,Forecast,May,9711197260,1.0009,8384715364,0.1234
TTL VSEW,CDE,2025,Net,Forecast,Jun,10431580594,1.0742,-2435076157,0.1325
TTL VSEW,CDE,2025,Net,Forecast,Jul,6272713528,0.6013,-6975305776,0.0797
TTL VSEW,CDE,2025,Net,Forecast,Aug,12229381380,1.9496,3459626801,0.1554
TTL VSEW,CDE,2025,Net,Forecast,Sep,12016024661,0.9826,10808216096,0.1526
TTL VSEW,CDE,2025,Net,Forecast,Oct,2748717090,0.2288,2458590858,0.0349
TTL VSEW,CDE,2025,Net,Forecast,Nov,6648045693,2.4186,-1308081489,0.0845
TTL VSEW,CDE,2025,Net,Forecast,Dec,2674851001,0.4024,-3476455762,0.034
TTL VSEW,CDE,2025,Op,Actual,Jan,9972226365,,4204408321,0.1008
TTL VSEW,CDE,2025,Op,Actual,Feb,6802577951,0.6822,-2480677458,0.0688
TTL VSEW,CDE,2025,Op,Actual,Mar,10817888984,1.5903,4993619555,0.1094
TTL VSEW,CDE,2025,Op,Actual,Apr,11921467269,1.102,6854961584,0.1205
TTL VSEW,CDE,2025,Op,Actual,May,9419290373,0.7901,5739549001,0.0952
TTL VSEW,CDE,2025,Op,Actual,Jun,6664606321,0.7075,-1356266606,0.0674
TTL VSEW,CDE,2025,Op,Actual,Jul,8252223928,1.2382,5214233976,0.0834
TTL VSEW,CDE,2025,Op,Actual,Aug,7510056731,0.9101,-5065725171,0.0759
TTL VSEW,CDE,2025,Op,Actual,Sep,9421944766,1.2546,4301848083,0.0953
TTL VSEW,CDE,2025,Op,Actual,Oct,234380504,0.0249,-6108606911,0.0024
TTL VSEW,CDE,2025,Op,Actual,Nov,10166415144,43.3757,235670171,0.1028
TTL VSEW,CDE,2025,Op,Actual,Dec,7717089235,0.7591,978275853,0.078
TTL VSEW,CDE,2025,Op,Budget,Jan,5767818044,,0,0.0709
TTL VSEW,CDE,2025,Op,Budget,Feb,9283255409,1.6095,0,0.1141
TTL VSEW,CDE,2025,Op,Budget,Mar,5824269429,0.6274,0,0.0716
TTL VSEW,CDE,2025,Op,Budget,Apr,5066505685,0.8699,0,0.0623
TTL VSEW,CDE,2025,Op,Budget,May,3679741372,0.7263,0,0.0452
TTL VSEW,CDE,2025,Op,Budget,Jun,8020872927,2.1797,0,0.0985
TTL VSEW,CDE,2025,Op,Budget,Jul,3037989952,0.3788,0,0.0373
TTL VSEW,CDE,2025,Op,Budget,Aug,12575781902,4.1395,0,0.1545
TTL VSEW,CDE,2025,Op,Budget,Sep,5120096683,0.4071,0,0.0629
TTL VSEW,CDE,2025,Op,Budget,Oct,6342987415,1.2388,0,0.0779
TTL VSEW,CDE,2025,Op,Budget,Nov,9930744973,1.5656,0,0.122
TTL VSEW,CDE,2025,Op,Budget,Dec,6738813382,0.6786,0,0.0828
TTL VSEW,CDE,2025,Op,Forecast,Jan,5448709785,,-319108259,0.0537
TTL VSEW,CDE,2025,Op,Forecast,Feb,1784774229,0.3276,-7498481180,0.0176
TTL VSEW,CDE,2025,Op,Forecast,Mar,7317353957,4.0999,1493084528,0.0721
TTL VSEW,CDE,2025,Op,Forecast,Apr,11983810717,1.6377,6917305032,0.1182
TTL VSEW,CDE,2025,Op,Forecast,May,10121688476,0.8446,6441947104,0.0998
TTL VSEW,CDE,2025,Op,Forecast,Jun,5485759928,0.542,-2535112999,0.0541
TTL VSEW,CDE,2025,Op,Forecast,Jul,14411469396,2.6271,11373479444,0.1421
TTL VSEW,CDE,2025,Op,Forecast,Aug,13106473532,0.9094,530691630,0.1292
TTL VSEW,CDE,2025,Op,Forecast,Sep,2755752203,0.2103,-2364344480,0.0272
TTL VSEW,CDE,2025,Op,Forecast,Oct,13194132626,4.7879,6851145211,0.1301
TTL VSEW,CDE,2025,Op,Forecast,Nov,11759621344,0.8913,1828876371,0.1159
TTL VSEW,CDE,2025,Op,Forecast,Dec,4058804888,0.3451,-2680008494,0.04
TTL VSEW,PJ,2024,Gross,Actual,Jan,6502134573,,-7629743822,0.078
TTL VSEW,PJ,2024,Gross,Actual,Feb,6598898765,1.0149,-6238909885,0.0791
TTL VSEW,PJ,2024,Gross,Actual,Mar,10209189051,1.5471,1851673205,0.1224
TTL VSEW,PJ,2024,Gross,Actual,Apr,3038638299,0.2976,-8956002668,0.0364
TTL VSEW,PJ,2024,Gross,Actual,May,1344266533,0.4424,-6891861969,0.0161
TTL VSEW,PJ,2024,Gross,Actual,Jun,6482072739,4.822,-2269579920,0.0777
TTL VSEW,PJ,2024,Gross,Actual,Jul,10977656853,1.6935,2595815838,0.1316
TTL VSEW,PJ,2024,Gross,Actual,Aug,1833847432,0.1671,-147359829,0.022
TTL VSEW,PJ,2024,Gross,Actual,Sep,8239731147,4.4931,6355342033,0.0988
TTL VSEW,PJ,2024,Gross,Actual,Oct,11904435805,1.4448,5145366670,0.1427
TTL VSEW,PJ,2024,Gross,Actual,Nov,9701285089,0.8149,-98376623,0.1163
TTL VSEW,PJ,2024,Gross,Actual,Dec,6567617395,0.677,2906496006,0.0787
TTL VSEW,PJ,2024,Gross,Budget,Jan,14131878395,,0,0.146
TTL VSEW,PJ,2024,Gross,Budget,Feb,12837808650,0.9084,0,0.1327
TTL VSEW,PJ,2024,Gross,Budget,Mar,8357515846,0.651,0,0.0864
TTL VSEW,PJ,2024,Gross,Budget,Apr,11994640967,1.4352,0,0.1239
TTL VSEW,PJ,2024,Gross,Budget,May,8236128502,0.6867,0,0.0851
TTL VSEW,PJ,2024,Gross,Budget,Jun,8751652659,1.0626,0,0.0904
TTL VSEW,PJ,2024,Gross,Budget,Jul,8381841015,0.9577,0,0.0866
TTL VSEW,PJ,2024,Gross,Budget,Aug,1981207261,0.2364,0,0.0205
TTL VSEW,PJ,2024,Gross,Budget,Sep,1884389114,0.9511,0,0.0195
TTL VSEW,PJ,2024,Gross,Budget,Oct,6759069135,3.5869,0,0.0698
TTL VSEW,PJ,2024,Gross,Budget,Nov,9799661712,1.4499,0,0.1013
TTL VSEW,PJ,2024,Gross,Budget,Dec,3661121389,0.3736,0,0.0378
TTL VSEW,PJ,2024,Gross,Forecast,Jan,15632809832,,1500931437,0.2457
TTL VSEW,PJ,2024,Gross,Forecast,Feb,2129063239,0.1362,-10708745411,0.0335
TTL VSEW,PJ,2024,Gross,Forecast,Mar,3438031332,1.6148,-4919484514,0.054
TTL VSEW,PJ,2024,Gross,Forecast,Apr,6603455546,1.9207,-5391185421,0.1038
TTL VSEW,PJ,2024,Gross,Forecast,May,5484208520,0.8305,-2751919982,0.0862
TTL VSEW,PJ,2024,Gross,Forecast,Jun,727079113,0.1326,-8024573546,0.0114
TTL VSEW,PJ,2024,Gross,Forecast,Jul,4935982231,6.7888,-3445858784,0.0776
TTL VSEW,PJ,2024,Gross,Forecast,Aug,3666534139,0.7428,1685326878,0.0576
TTL VSEW,PJ,2024,Gross,Forecast,Sep,3813585773,1.0401,1929196659,0.0599
TTL VSEW,PJ,2024,Gross,Forecast,Oct,12167537261,3.1906,5408468126,0.1912
TTL VSEW,PJ,2024,Gross,Forecast,Nov,1795793780,0.1476,-8003867932,0.0282
TTL VSEW,PJ,2024,Gross,Forecast,Dec,3231615528,1.7995,-429505861,0.0508
TTL VSEW,PJ,2024,Net,Actual,Jan,6663649197,,-8267573963,0.0785
TTL VSEW,PJ,2024,Net,Actual,Feb,3205779835,0.4811,-3962186365,0.0378
TTL VSEW,PJ,2024,Net,Actual,Mar,5101670645,1.5914,-3603944905,0.0601
TTL VSEW,PJ,2024,Net,Actual,Apr,6522911400,1.2786,-3409823144,0.0769
TTL VSEW,PJ,2024,Net,Actual,May,5306237509,0.8135,-4509358914,0.0625
TTL VSEW,PJ,2024,Net,Actual,Jun,13169589622,2.4819,8870627597,0.1552
TTL VSEW,PJ,2024,Net,Actual,Jul,11034177147,0.8379,10740304878,0.13
TTL VSEW,PJ,2024,Net,Actual,Aug,10247273165,0.9287,7945983055,0.1207
TTL VSEW,PJ,2024,Net,Actual,Sep,4936632647,0.4818,-2554221502,0.0582
TTL VSEW,PJ,2024,Net,Actual,Oct,8841320590,1.791,1465854378,0.1042
TTL VSEW,PJ,2024,Net,Actual,Nov,7738482072,0.8753,-4345287786,0.0912
TTL VSEW,PJ,2024,Net,Actual,Dec,2097853360,0.2711,814253201,0.0247
TTL VSEW,PJ,2024,Net,Budget,Jan,14931223160,,0,0.1743
TTL VSEW,PJ,2024,Net,Budget,Feb,7167966200,0.4801,0,0.0837
TTL VSEW,PJ,2024,Net,Budget,Mar,8705615550,1.2145,0,0.1016
TTL VSEW,PJ,2024,Net,Budget,Apr,9932734544,1.141,0,0.1159
TTL VSEW,PJ,2024,Net,Budget,May,9815596423,0.9882,0,0.1146
TTL VSEW,PJ,2024,Net,Budget,Jun,4298962025,0.438,0,0.0502
TTL VSEW,PJ,2024,Net,Budget,Jul,293872269,0.0684,0,0.0034
TTL VSEW,PJ,2024,Net,Budget,Aug,2301290110,7.8309,0,0.0269
TTL VSEW,PJ,2024,Net,Budget,Sep,7490854149,3.2551,0,0.0874
TTL VSEW,PJ,2024,Net,Budget,Oct,7375466212,0.9846,0,0.0861
TTL VSEW,PJ,2024,Net,Budget,Nov,12083769858,1.6384,0,0.141
TTL VSEW,PJ,2024,Net,Budget,Dec,1283600159,0.1062,0,0.015
TTL VSEW,PJ,2024,Net,Forecast,Jan,15973186166,,1041963006,0.1758
TTL VSEW,PJ,2024,Net,Forecast,Feb,8736426461,0.5469,1568460261,0.0961
TTL VSEW,PJ,2024,Net,Forecast,Mar,6546104184,0.7493,-2159511366,0.072
TTL VSEW,PJ,2024,Net,Forecast,Apr,4248213489,0.649,-5684521055,0.0468
TTL VSEW,PJ,2024,Net,Forecast,May,8856950801,2.0849,-958645622,0.0975
TTL VSEW,PJ,2024,Net,Forecast,Jun,10429646160,1.1776,6130684135,0.1148
TTL VSEW,PJ,2024,Net,Forecast,Jul,3371623135,0.3233,3077750866,0.0371
TTL VSEW,PJ,2024,Net,Forecast,Aug,11322762995,3.3583,9021472885,0.1246
TTL VSEW,PJ,2024,Net,Forecast,Sep,3989746085,0.3524,-3501108064,0.0439
TTL VSEW,PJ,2024,Net,Forecast,Oct,6171570506,1.5469,-1203895706,0.0679
TTL VSEW,PJ,2024,Net,Forecast,Nov,6799532256,1.1018,-5284237602,0.0748
TTL VSEW,PJ,2024,Net,Forecast,Dec,4417904966,0.6497,3134304807,0.0486
TTL VSEW,PJ,2024,Op,Actual,Jan,17165745840,,13019689706,0.1687
TTL VSEW,PJ,2024,Op,Actual,Feb,4268661584,0.2487,-3813374954,0.0419
TTL VSEW,PJ,2024,Op,Actual,Mar,3763294412,0.8816,332017329,0.037
TTL VSEW,PJ,2024,Op,Actual,Apr,12222811581,3.2479,1986337175,0.1201
TTL VSEW,PJ,2024,Op,Actual,May,6162408905,0.5042,2821338431,0.0605
TTL VSEW,PJ,2024,Op,Actual,Jun,11638223777,1.8886,11093609506,0.1144
TTL VSEW,PJ,2024,Op,Actual,Jul,6285134365,0.54,-7495574049,0.0618
TTL VSEW,PJ,2024,Op,Actual,Aug,12315516795,1.9595,6118222148,0.121
TTL VSEW,PJ,2024,Op,Actual,Sep,12304425161,0.9991,10898724117,0.1209
TTL VSEW,PJ,2024,Op,Actual,Oct,7267664804,0.5907,60485132,0.0714
TTL VSEW,PJ,2024,Op,Actual,Nov,3037293129,0.4179,-5325155373,0.0298
TTL VSEW,PJ,2024,Op,Actual,Dec,5343608933,1.7593,5228173543,0.0525
TTL VSEW,PJ,2024,Op,Budget,Jan,4146056134,,0,0.062
TTL VSEW,PJ,2024,Op,Budget,Feb,8082036538,1.9493,0,0.1209
TTL VSEW,PJ,2024,Op,Budget,Mar,3431277083,0.4246,0,0.0513
